jerseyNumber,job,jobId,title,season,person_mlbam,person_name,team_mlbam,team_name
22,Manager,MNGR,Manager,2004,124029,Eric Wedge,114,Cleveland Indians
33,Batting Coach,COAH,Batting Coach,2004,119579,Eddie Murray,114,Cleveland Indians
51,Pitching Coach,COAP,Pitching Coach,2004,124356,Carl Willis,114,Cleveland Indians
29,First Base Coach,COA1,First Base Coach,2004,113066,Jeff Datz,114,Cleveland Indians
35,Third Base Coach,COA3,Third Base Coach,2004,122298,Joel Skinner,114,Cleveland Indians
25,Bench Coach,COAB,Bench Coach,2004,110815,Buddy Bell,114,Cleveland Indians
4,Bullpen Coach,COAU,Bullpen Coach,2004,427250,Luis Isaac,114,Cleveland Indians
96,Coach,COAC,Coach,2004,431236,Ruben Felix,114,Cleveland Indians
43,Coach,COAC,Coach,2004,427548,Dan Williams,114,Cleveland Indians
15,Manager,MNGR,Manager,2003,111136,Bruce Bochy,135,San Diego Padres
12,Batting Coach,COAH,Batting Coach,2003,118132,Dave Magadan,135,San Diego Padres
36,Pitching Coach,COAP,Pitching Coach,2003,429382,Darren Balsley,135,San Diego Padres
25,First Base Coach,COA1,First Base Coach,2003,117912,Davey Lopes,135,San Diego Padres
5,Third Base Coach,COA3,Third Base Coach,2003,120537,Rob Picciolo,135,San Diego Padres
40,Bench Coach,COAB,Bench Coach,2003,119600,Tony Muser,135,San Diego Padres
48,Bullpen Coach,COAU,Bullpen Coach,2003,110101,Darrel Akerfelds,135,San Diego Padres
20,Manager,MNGR,Manager,2003,121311,Frank Robinson,120,Montreal Expos
17,Batting Coach,COAH,Batting Coach,2003,118610,Tom McCraw,120,Montreal Expos
46,Pitching Coach,COAP,Pitching Coach,2003,121625,Randy St. Claire,120,Montreal Expos
28,First Base Coach,COA1,First Base Coach,2003,119333,Jerry Morales,120,Montreal Expos
14,Third Base Coach,COA3,Third Base Coach,2003,427000,Manny Acta,120,Montreal Expos
9,Bench Coach,COAB,Bench Coach,2003,119149,Brad Mills,120,Montreal Expos
16,Bullpen Coach,COAU,Bullpen Coach,2003,119663,Rob Natal,120,Montreal Expos
16,Coach,COAC,Coach,2003,120962,Claude Raymond,120,Montreal Expos
18,Manager,MNGR,Manager,2003,116218,Art Howe,121,New York Mets
15,Batting Coach,COAH,Batting Coach,2003,123870,Denny Walling,121,New York Mets
53,Pitching Coach,COAP,Pitching Coach,2003,121548,Vern Ruhle,121,New York Mets
52,Pitching Coach,COAP,Pitching Coach,2003,123796,Rick Waits,121,New York Mets
2,First Base Coach,COA1,First Base Coach,2003,120481,Gary Pettis,121,New York Mets
8,Third Base Coach,COA3,Third Base Coach,2003,427177,Matt Galante,121,New York Mets
52,Bench Coach,COAB,Bench Coach,2003,110719,Don Baylor,121,New York Mets
54,Coach,COAC,Coach,2003,430569,Nelson Silverio,121,New York Mets
39,Manager,MNGR,Manager,2003,118076,Ken Macha,133,Oakland Athletics
48,Batting Coach,COAH,Batting Coach,2003,116256,Dave Hudgens,133,Oakland Athletics
47,Pitching Coach,COAP,Pitching Coach,2003,427395,Rick Peterson,133,Oakland Athletics
35,First Base Coach,COA1,First Base Coach,2003,427162,Brad Fischer,133,Oakland Athletics
38,Third Base Coach,COA3,Third Base Coach,2003,123965,Ron Washington,133,Oakland Athletics
38,Bench Coach,COAB,Bench Coach,2003,114378,Terry Francona,133,Oakland Athletics
52,Bullpen Coach,COAU,Bullpen Coach,2003,114712,Bob Geren,133,Oakland Athletics
37,Coach,COAC,Coach,2003,121417,Ron Romanick,133,Oakland Athletics
10,Manager,MNGR,Manager,2003,111281,Larry Bowa,143,Philadelphia Phillies
8,Batting Coach,COAH,Batting Coach,2003,115188,Greg Gross,143,Philadelphia Phillies
16,Pitching Coach,COAP,Pitching Coach,2003,117022,Joe Kerrigan,143,Philadelphia Phillies
30,First Base Coach,COA1,First Base Coach,2003,121926,Tony Scott,143,Philadelphia Phillies
18,Third Base Coach,COA3,Third Base Coach,2003,123764,John Vukovich,143,Philadelphia Phillies
30,Bench Coach,COAB,Bench Coach,2003,123664,Gary Varsho,143,Philadelphia Phillies
31,Bullpen Coach,COAU,Bullpen Coach,2003,427214,Ramon Henderson,143,Philadelphia Phillies
23,Manager,MNGR,Manager,2003,118576,Lloyd McClendon,134,Pittsburgh Pirates
28,Batting Coach,COAH,Batting Coach,2003,120439,Gerald Perry,134,Pittsburgh Pirates
54,Pitching Coach,COAP,Pitching Coach,2003,427549,Spin Williams,134,Pittsburgh Pirates
15,First Base Coach,COA1,First Base Coach,2003,117366,Rusty Kuntz,134,Pittsburgh Pirates
13,Third Base Coach,COA3,Third Base Coach,2003,121571,John Russell,134,Pittsburgh Pirates
45,Bench Coach,COAB,Bench Coach,2003,118093,Pete Mackanin,134,Pittsburgh Pirates
52,Bullpen Coach,COAU,Bullpen Coach,2003,123088,Bruce Tanner,134,Pittsburgh Pirates
10,Coach,COAC,Coach,2003,113904,Alvaro Espinoza,134,Pittsburgh Pirates
10,Manager,MNGR,Manager,2003,117517,Tony La Russa,138,St. Louis Cardinals
43,Batting Coach,COAH,Batting Coach,2003,120172,Mitchell Page,138,St. Louis Cardinals
18,Pitching Coach,COAP,Pitching Coach,2003,113617,Dave Duncan,138,St. Louis Cardinals
39,First Base Coach,COA1,First Base Coach,2003,118763,Dave McKay,138,St. Louis Cardinals
11,Third Base Coach,COA3,Third Base Coach,2003,120038,Jose Oquendo,138,St. Louis Cardinals
49,Bench Coach,COAB,Bench Coach,2003,120480,Joe Pettini,138,St. Louis Cardinals
38,Bullpen Coach,COAU,Bullpen Coach,2003,427317,Marty Mason,138,St. Louis Cardinals
58,Bullpen Catcher,BCAT,Bullpen Catcher,2003,433079,Jeff Murphy,138,St. Louis Cardinals
23,Manager,MNGR,Manager,2003,110186,Felipe Alou,137,San Francisco Giants
16,Batting Coach,COAH,Batting Coach,2003,117625,Joe Lefebvre,137,San Francisco Giants
19,Pitching Coach,COAP,Pitching Coach,2003,121201,Dave Righetti,137,San Francisco Giants
55,First Base Coach,COA1,First Base Coach,2003,120797,Luis Pujols,137,San Francisco Giants
15,Third Base Coach,COA3,Third Base Coach,2003,427186,Gene Glynn,137,San Francisco Giants
23,Bench Coach,COAB,Bench Coach,2003,124588,Ron Wotus,137,San Francisco Giants
26,Bullpen Coach,COAU,Bullpen Coach,2003,114610,Mark Gardner,137,San Francisco Giants
58,Bullpen Catcher,BCAT,Bullpen Catcher,2003,115647,Bill Hayes,137,San Francisco Giants
17,Coach,COAC,Coach,2003,429661,Carlos Alfonso,137,San Francisco Giants
3,Manager,MNGR,Manager,2003,118942,Bob Melvin,136,Seattle Mariners
33,Batting Coach,COAH,Batting Coach,2003,116606,Lamar Johnson,136,Seattle Mariners
34,Pitching Coach,COAP,Pitching Coach,2003,427406,Bryan Price,136,Seattle Mariners
31,Third Base Coach,COA3,Third Base Coach,2003,427357,Dave Myers,136,Seattle Mariners
15,Bench Coach,COAB,Bench Coach,2003,117389,Rene Lachemann,136,Seattle Mariners
49,Bullpen Coach,COAU,Bullpen Coach,2003,427189,Orlando Gomez,136,Seattle Mariners
3,Manager,MNGR,Manager,2003,124681,Ned Yost,158,Milwaukee Brewers
16,Batting Coach,COAH,Batting Coach,2003,124632,Butch Wynegar,158,Milwaukee Brewers
36,Pitching Coach,COAP,Pitching Coach,2003,118121,Mike Maddux,158,Milwaukee Brewers
14,First Base Coach,COA1,First Base Coach,2003,119699,Davey Nelson,158,Milwaukee Brewers
32,Third Base Coach,COA3,Third Base Coach,2003,427123,Rich Donnelly,158,Milwaukee Brewers
25,Bench Coach,COAB,Bench Coach,2003,113070,Rich Dauer,158,Milwaukee Brewers
35,Bullpen Coach,COAU,Bullpen Coach,2003,112130,Bill Castro,158,Milwaukee Brewers
14,Manager,MNGR,Manager,2003,120586,Lou Piniella,139,Tampa Bay Devil Rays
4,Batting Coach,COAH,Batting Coach,2003,113794,Lee Elia,139,Tampa Bay Devil Rays
29,Pitching Coach,COAP,Pitching Coach,2003,111249,Chris Bosio,139,Tampa Bay Devil Rays
20,First Base Coach,COA1,First Base Coach,2003,115602,Billy Hatcher,139,Tampa Bay Devil Rays
6,Third Base Coach,COA3,Third Base Coach,2003,114284,Tom Foley,139,Tampa Bay Devil Rays
7,Bench Coach,COAB,Bench Coach,2003,427334,John McLaren,139,Tampa Bay Devil Rays
22,Bullpen Coach,COAU,Bullpen Coach,2003,122265,Matt Sinatro,139,Tampa Bay Devil Rays
77,Bullpen Catcher,BCAT,Bullpen Catcher,2003,537369,Scott Cursi,139,Tampa Bay Devil Rays
11,Manager,MNGR,Manager,2003,427469,Buck Showalter,140,Texas Rangers
8,Batting Coach,COAH,Batting Coach,2003,427252,Rudy Jaramillo,140,Texas Rangers
55,Pitching Coach,COAP,Pitching Coach,2003,115861,Orel Hershiser,140,Texas Rangers
16,First Base Coach,COA1,First Base Coach,2003,427204,DeMarlo Hale,140,Texas Rangers
1,Third Base Coach,COA3,Third Base Coach,2003,427473,Steve Smith,140,Texas Rangers
18,Bench Coach,COAB,Bench Coach,2003,123798,Don Wakamatsu,140,Texas Rangers
52,Bullpen Coach,COAU,Bullpen Coach,2003,427075,Mark Connor,140,Texas Rangers
14,Manager,MNGR,Manager,2003,427510,Carlos Tosca,141,Toronto Blue Jays
56,Batting Coach,COAH,Batting Coach,2003,427017,Mike Barnett,141,Toronto Blue Jays
47,Pitching Coach,COAP,Pitching Coach,2003,120288,Gil Patterson,141,Toronto Blue Jays
58,First Base Coach,COA1,First Base Coach,2003,114744,John Gibbons,141,Toronto Blue Jays
55,Third Base Coach,COA3,Third Base Coach,2003,427047,Brian Butterfield,141,Toronto Blue Jays
53,Bullpen Coach,COAU,Bullpen Coach,2003,123899,Bruce Walton,141,Toronto Blue Jays
61,Bullpen Catcher,BCAT,Bullpen Catcher,2003,432938,Alex Andreopoulos,141,Toronto Blue Jays
35,Manager,MNGR,Manager,2003,114599,Ron Gardenhire,142,Minnesota Twins
46,Batting Coach,COAH,Batting Coach,2003,123555,Scott Ullger,142,Minnesota Twins
40,Pitching Coach,COAP,Pitching Coach,2003,110251,Rick Anderson,142,Minnesota Twins
13,First Base Coach,COA1,First Base Coach,2003,124176,Jerry White,142,Minnesota Twins
62,Third Base Coach,COA3,Third Base Coach,2003,119743,Al Newman,142,Minnesota Twins
9,Bench Coach,COAB,Bench Coach,2003,427302,Steve Liddle,142,Minnesota Twins
43,Bullpen Coach,COAU,Bullpen Coach,2003,122733,Rick Stelmaszek,142,Minnesota Twins
,Manager,MNGR,Manager,2003,123406,Joe Torre,147,New York Yankees
56,Batting Coach,COAH,Batting Coach,2003,427126,Rick Down,147,New York Yankees
34,Pitching Coach,COAP,Pitching Coach,2003,122839,Mel Stottlemyre,147,New York Yankees
53,First Base Coach,COA1,First Base Coach,2003,118499,Lee Mazzilli,147,New York Yankees
30,Third Base Coach,COA3,Third Base Coach,2003,120927,Willie Randolph,147,New York Yankees
54,Bench Coach,COAB,Bench Coach,2003,124768,Don Zimmer,147,New York Yankees
88,Bullpen Catcher,BCAT,Bullpen Catcher,2003,459550,Roman Rodriguez,147,New York Yankees
60,Coach,COAC,Coach,2003,119263,Rich Monteleone,147,New York Yankees
,Coach,COAC,Coach,2003,492898,Gary Tuck,147,New York Yankees
16,Manager,MNGR,Manager,2003,123432,Jim Tracy,119,Los Angeles Dodgers
22,Batting Coach,COAH,Batting Coach,2003,115754,George Hendrick,119,Los Angeles Dodgers
48,Pitching Coach,COAP,Pitching Coach,2003,112460,Jim Colborn,119,Los Angeles Dodgers
30,First Base Coach,COA1,First Base Coach,2003,122112,John Shelby,119,Los Angeles Dodgers
35,Third Base Coach,COA3,Third Base Coach,2003,116027,Glenn Hoffman,119,Los Angeles Dodgers
56,Bench Coach,COAB,Bench Coach,2003,427427,Jim Riggleman,119,Los Angeles Dodgers
14,Bullpen Coach,COAU,Bullpen Coach,2003,427301,Jim Lett,119,Los Angeles Dodgers
85,Bullpen Catcher,BCAT,Bullpen Catcher,2003,429660,Rob Flippo,119,Los Angeles Dodgers
11,Coach,COAC,Coach,2003,119453,Manny Mota,119,Los Angeles Dodgers
29,Batting Coach,COAH,Batting Coach,2003,123824,Greg Walker,145,Chicago White Sox
21,Pitching Coach,COAP,Pitching Coach,2003,112653,Don Cooper,145,Chicago White Sox
17,First Base Coach,COA1,First Base Coach,2003,121691,Rafael Santana,145,Chicago White Sox
10,Third Base Coach,COA3,Third Base Coach,2003,117067,Bruce Kimm,145,Chicago White Sox
23,Bench Coach,COAB,Bench Coach,2003,119857,Joe Nossek,145,Chicago White Sox
53,Bullpen Coach,COAU,Bullpen Coach,2003,117374,Art Kusnyer,145,Chicago White Sox
59,Coach,COAC,Coach,2003,427300,Man Soo Lee,145,Chicago White Sox
14,Manager,MNGR,Manager,2003,121919,Mike Scioscia,108,Anaheim Angels
7,Batting Coach,COAH,Batting Coach,2003,115601,Mickey Hatcher,108,Anaheim Angels
24,Pitching Coach,COAP,Pitching Coach,2003,111034,Bud Black,108,Anaheim Angels
4,First Base Coach,COA1,First Base Coach,2003,115137,Alfredo Griffin,108,Anaheim Angels
10,Third Base Coach,COA3,Third Base Coach,2003,121373,Ron Roenicke,108,Anaheim Angels
70,Bench Coach,COAB,Bench Coach,2003,427309,Joe Maddon,108,Anaheim Angels
88,Bullpen Coach,COAU,Bullpen Coach,2003,118957,Orlando Mercado,108,Anaheim Angels
61,Bullpen Catcher,BCAT,Bullpen Catcher,2003,150354,Steve Soliz,108,Anaheim Angels
13,Coach,COAC,Coach,2003,120914,Bobby Ramos,108,Anaheim Angels
6,Manager,MNGR,Manager,2003,120370,Tony Pena,118,Kansas City Royals
22,Batting Coach,COAH,Batting Coach,2003,427392,Jeff Pentland,118,Kansas City Royals
18,Pitching Coach,COAP,Pitching Coach,2003,112934,John Cumberland,118,Kansas City Royals
17,First Base Coach,COA1,First Base Coach,2003,122234,Luis Silverio,118,Kansas City Royals
13,Third Base Coach,COA3,Third Base Coach,2003,119209,John Mizerock,118,Kansas City Royals
44,Bench Coach,COAB,Bench Coach,2003,427452,Bob Schaefer,118,Kansas City Royals
21,Bullpen Coach,COAU,Bullpen Coach,2003,427179,Tom Gamboa,118,Kansas City Royals
61,Coach,COAC,Coach,2003,121365,Ruben Rodriguez,118,Kansas City Royals
15,Manager,MNGR,Manager,2003,111423,Bob Brenly,109,Arizona Diamondbacks
21,Batting Coach,COAH,Batting Coach,2003,119551,Dwayne Murphy,109,Arizona Diamondbacks
50,Pitching Coach,COAP,Pitching Coach,2003,427285,Chuck Kniffin,109,Arizona Diamondbacks
19,First Base Coach,COA1,First Base Coach,2003,124721,Robin Yount,109,Arizona Diamondbacks
14,Third Base Coach,COA3,Third Base Coach,2003,427434,Eddie Rodriguez,109,Arizona Diamondbacks
53,Bench Coach,COAB,Bench Coach,2003,427468,Glenn Sherlock,109,Arizona Diamondbacks
13,Bullpen Coach,COAU,Bullpen Coach,2003,113126,Mark Davis,109,Arizona Diamondbacks
82,Bullpen Catcher,BCAT,Bullpen Catcher,2003,432795,Jeff Motuzas,109,Arizona Diamondbacks
6,Manager,MNGR,Manager,2003,112764,Bobby Cox,144,Atlanta Braves
9,Batting Coach,COAH,Batting Coach,2003,120381,Terry Pendleton,144,Atlanta Braves
54,Pitching Coach,COAP,Pitching Coach,2003,427323,Leo Mazzone,144,Atlanta Braves
17,First Base Coach,COA1,First Base Coach,2003,116246,Glenn Hubbard,144,Atlanta Braves
45,Third Base Coach,COA3,Third Base Coach,2003,427190,Fredi Gonzalez,144,Atlanta Braves
39,Bench Coach,COAB,Bench Coach,2003,112696,Pat Corrales,144,Atlanta Braves
53,Bullpen Coach,COAU,Bullpen Coach,2003,427111,Bobby Dews,144,Atlanta Braves
99,Bullpen Catcher,BCAT,Bullpen Catcher,2003,534610,Alan Butts,144,Atlanta Braves
30,Manager,MNGR,Manager,2003,115474,Mike Hargrove,110,Baltimore Orioles
48,Batting Coach,COAH,Batting Coach,2003,112886,Terry Crowley,110,Baltimore Orioles
34,Pitching Coach,COAP,Pitching Coach,2003,124256,Mark Wiley,110,Baltimore Orioles
24,First Base Coach,COA1,First Base Coach,2003,113264,Rick Dempsey,110,Baltimore Orioles
55,Third Base Coach,COA3,Third Base Coach,2003,427512,Tom Trebelhorn,110,Baltimore Orioles
2,Bench Coach,COAB,Bench Coach,2003,120427,Sam Perlozzo,110,Baltimore Orioles
44,Bullpen Coach,COAU,Bullpen Coach,2003,115757,Elrod Hendricks,110,Baltimore Orioles
12,Manager,MNGR,Manager,2003,110481,Dusty Baker Jr.,112,Chicago Cubs
36,Batting Coach,COAH,Batting Coach,2003,118433,Gary Matthews,112,Chicago Cubs
50,Pitching Coach,COAP,Pitching Coach,2003,121495,Larry Rothschild,112,Chicago Cubs
2,First Base Coach,COA1,First Base Coach,2003,112408,Gene Clines,112,Chicago Cubs
3,Third Base Coach,COA3,Third Base Coach,2003,427276,Wendell Kim,112,Chicago Cubs
39,Bench Coach,COAB,Bench Coach,2003,120649,Dick Pole,112,Chicago Cubs
59,Bullpen Coach,COAU,Bullpen Coach,2003,427306,Porky Lopez,112,Chicago Cubs
6,Coach,COAC,Coach,2003,116440,Sonny Jackson,112,Chicago Cubs
3,Manager,MNGR,Manager,2003,427305,Grady Little,111,Boston Red Sox
22,Batting Coach,COAH,Batting Coach,2003,116442,Ron Jackson,111,Boston Red Sox
17,Pitching Coach,COAP,Pitching Coach,2003,123855,Dave Wallace,111,Boston Red Sox
20,First Base Coach,COA1,First Base Coach,2003,124294,Dallas Williams,111,Boston Red Sox
39,Third Base Coach,COA3,Third Base Coach,2003,112909,Mike Cubbage,111,Boston Red Sox
41,Bench Coach,COAB,Bench Coach,2003,119655,Jerry Narron,111,Boston Red Sox
54,Bullpen Coach,COAU,Bullpen Coach,2003,427436,Euclides Rojas,111,Boston Red Sox
60,Coach,COAC,Coach,2003,427298,Dana LeVangie,111,Boston Red Sox
12,Manager,MNGR,Manager,2003,429730,Dave Miley,113,Cincinnati Reds
,Batting Coach,COAH,Batting Coach,2003,110848,Freddie Benavides,113,Cincinnati Reds
35,Pitching Coach,COAP,Pitching Coach,2003,115239,Don Gullett,113,Cincinnati Reds
33,First Base Coach,COA1,First Base Coach,2003,111981,Jose Cardenal,113,Cincinnati Reds
25,Third Base Coach,COA3,Third Base Coach,2003,117191,Ray Knight,113,Cincinnati Reds
47,Bullpen Coach,COAU,Bullpen Coach,2003,116305,Tom Hume,113,Cincinnati Reds
22,Manager,MNGR,Manager,2003,124029,Eric Wedge,114,Cleveland Indians
33,Batting Coach,COAH,Batting Coach,2003,119579,Eddie Murray,114,Cleveland Indians
51,Pitching Coach,COAP,Pitching Coach,2003,124356,Carl Willis,114,Cleveland Indians
29,First Base Coach,COA1,First Base Coach,2003,113066,Jeff Datz,114,Cleveland Indians
35,Third Base Coach,COA3,Third Base Coach,2003,122298,Joel Skinner,114,Cleveland Indians
25,Bench Coach,COAB,Bench Coach,2003,110815,Buddy Bell,114,Cleveland Indians
4,Bullpen Coach,COAU,Bullpen Coach,2003,427250,Luis Isaac,114,Cleveland Indians
87,Bullpen Coach,COAU,Bullpen Coach,2003,427267,Dave Keller,114,Cleveland Indians
43,Coach,COAC,Coach,2003,427548,Dan Williams,114,Cleveland Indians
13,Manager,MNGR,Manager,2003,116346,Clint Hurdle,115,Colorado Rockies
52,Batting Coach,COAH,Batting Coach,2003,427151,Duane Espy,115,Colorado Rockies
36,Pitching Coach,COAP,Pitching Coach,2003,110291,Bob Apodaca,115,Colorado Rockies
29,First Base Coach,COA1,First Base Coach,2003,112503,Dave Collins,115,Colorado Rockies
2,Third Base Coach,COA3,Third Base Coach,2003,110185,Sandy Alomar Sr.,115,Colorado Rockies
9,Bench Coach,COAB,Bench Coach,2003,120857,Jamie Quirk,115,Colorado Rockies
53,Bullpen Coach,COAU,Bullpen Coach,2003,427318,Rick Mathews,115,Colorado Rockies
59,Bullpen Catcher,BCAT,Bullpen Catcher,2003,136604,Mark Strittmatter,115,Colorado Rockies
00,Coach,COAC,Coach,2003,427004,Brad Andress,115,Colorado Rockies
22,Coach,COAC,Coach,2003,124054,Walt Weiss,115,Colorado Rockies
3,Manager,MNGR,Manager,2003,123437,Alan Trammell,116,Detroit Tigers
29,Batting Coach,COAH,Batting Coach,2003,114107,Bruce Fields,116,Detroit Tigers
54,Pitching Coach,COAP,Pitching Coach,2003,427066,Bob Cluck,116,Detroit Tigers
18,First Base Coach,COA1,First Base Coach,2003,116918,Mick Kelleher,116,Detroit Tigers
8,Third Base Coach,COA3,Third Base Coach,2003,121651,Juan Samuel,116,Detroit Tigers
22,Bench Coach,COAB,Bench Coach,2003,114752,Kirk Gibson,116,Detroit Tigers
13,Bullpen Coach,COAU,Bullpen Coach,2003,120248,Lance Parrish,116,Detroit Tigers
15,Manager,MNGR,Manager,2003,429341,Jack McKeon,146,Florida Marlins
28,Batting Coach,COAH,Batting Coach,2003,121326,Bill Robinson,146,Florida Marlins
26,Pitching Coach,COAP,Pitching Coach,2003,121469,Wayne Rosenthal,146,Florida Marlins
7,First Base Coach,COA1,First Base Coach,2003,427228,Perry Hill,146,Florida Marlins
13,Third Base Coach,COA3,Third Base Coach,2003,115230,Ozzie Guillen,146,Florida Marlins
23,Bench Coach,COAB,Bench Coach,2003,113101,Doug Davis,146,Florida Marlins
47,Bullpen Coach,COAU,Bullpen Coach,2003,112759,Jeff Cox,146,Florida Marlins
67,Bullpen Catcher,BCAT,Bullpen Catcher,2003,427007,Pierre Arsenault,146,Florida Marlins
3,Manager,MNGR,Manager,2003,124318,Jimy Williams,117,Houston Astros
8,Batting Coach,COAH,Batting Coach,2003,122599,Harry Spilman,117,Houston Astros
48,Pitching Coach,COAP,Pitching Coach,2003,116131,Burt Hooton,117,Houston Astros
25,First Base Coach,COA1,First Base Coach,2003,112902,Jose Cruz,117,Houston Astros
38,Third Base Coach,COA3,Third Base Coach,2003,117437,Gene Lamont,117,Houston Astros
30,Bench Coach,COAB,Bench Coach,2003,123082,John Tamargo,117,Houston Astros
6,Bullpen Coach,COAU,Bullpen Coach,2003,110447,Mark Bailey,117,Houston Astros
67,Bullpen Assistant,BASS,Bullpen Assistant,2003,612537,Stretch Suba,117,Houston Astros
85,Bullpen Catcher,BCAT,Bullpen Catcher,2003,612538,Javier Bracamonte,117,Houston Astros
15,Manager,MNGR,Manager,2002,111136,Bruce Bochy,135,San Diego Padres
38,Pitching Coach,COAP,Pitching Coach,2002,111208,Greg Booker,135,San Diego Padres
,Third Base Coach,COA3,Third Base Coach,2002,114220,Tim Flannery,135,San Diego Padres
5,Bench Coach,COAB,Bench Coach,2002,120537,Rob Picciolo,135,San Diego Padres
48,Bullpen Coach,COAU,Bullpen Coach,2002,110101,Darrel Akerfelds,135,San Diego Padres
20,Manager,MNGR,Manager,2002,121311,Frank Robinson,120,Montreal Expos
17,Batting Coach,COAH,Batting Coach,2002,118610,Tom McCraw,120,Montreal Expos
,Pitching Coach,COAP,Pitching Coach,2002,120649,Dick Pole,120,Montreal Expos
28,First Base Coach,COA1,First Base Coach,2002,119333,Jerry Morales,120,Montreal Expos
14,Third Base Coach,COA3,Third Base Coach,2002,427000,Manny Acta,120,Montreal Expos
,Bench Coach,COAB,Bench Coach,2002,427276,Wendell Kim,120,Montreal Expos
16,Bullpen Coach,COAU,Bullpen Coach,2002,119663,Rob Natal,120,Montreal Expos
16,Coach,COAC,Coach,2002,120962,Claude Raymond,120,Montreal Expos
,Manager,MNGR,Manager,2002,123616,Bobby Valentine,121,New York Mets
,Batting Coach,COAH,Batting Coach,2002,112180,Chris Chambliss,121,New York Mets
,Batting Coach,COAH,Batting Coach,2002,113852,Dave Engle,121,New York Mets
,Pitching Coach,COAP,Pitching Coach,2002,116176,Charlie Hough,121,New York Mets
8,Third Base Coach,COA3,Third Base Coach,2002,427177,Matt Galante,121,New York Mets
,Bullpen Coach,COAU,Bullpen Coach,2002,119792,Randy Niemann,121,New York Mets
,Manager,MNGR,Manager,2002,123406,Joe Torre,147,New York Yankees
56,Batting Coach,COAH,Batting Coach,2002,427126,Rick Down,147,New York Yankees
34,Pitching Coach,COAP,Pitching Coach,2002,122839,Mel Stottlemyre,147,New York Yankees
53,First Base Coach,COA1,First Base Coach,2002,118499,Lee Mazzilli,147,New York Yankees
30,Third Base Coach,COA3,Third Base Coach,2002,120927,Willie Randolph,147,New York Yankees
54,Bench Coach,COAB,Bench Coach,2002,124768,Don Zimmer,147,New York Yankees
88,Bullpen Catcher,BCAT,Bullpen Catcher,2002,459550,Roman Rodriguez,147,New York Yankees
60,Coach,COAC,Coach,2002,119263,Rich Monteleone,147,New York Yankees
,Coach,COAC,Coach,2002,492898,Gary Tuck,147,New York Yankees
,Manager,MNGR,Manager,2002,116218,Art Howe,133,Oakland Athletics
41,Batting Coach,COAH,Batting Coach,2002,111251,Thad Bosley,133,Oakland Athletics
47,Pitching Coach,COAP,Pitching Coach,2002,427395,Rick Peterson,133,Oakland Athletics
38,Third Base Coach,COA3,Third Base Coach,2002,123965,Ron Washington,133,Oakland Athletics
,Bench Coach,COAB,Bench Coach,2002,118076,Ken Macha,133,Oakland Athletics
35,Bullpen Coach,COAU,Bullpen Coach,2002,427162,Brad Fischer,133,Oakland Athletics
10,Manager,MNGR,Manager,2002,111281,Larry Bowa,143,Philadelphia Phillies
8,Batting Coach,COAH,Batting Coach,2002,115188,Greg Gross,143,Philadelphia Phillies
30,First Base Coach,COA1,First Base Coach,2002,121926,Tony Scott,143,Philadelphia Phillies
18,Third Base Coach,COA3,Third Base Coach,2002,123764,John Vukovich,143,Philadelphia Phillies
30,Bench Coach,COAB,Bench Coach,2002,123664,Gary Varsho,143,Philadelphia Phillies
31,Bullpen Coach,COAU,Bullpen Coach,2002,427214,Ramon Henderson,143,Philadelphia Phillies
23,Manager,MNGR,Manager,2002,118576,Lloyd McClendon,134,Pittsburgh Pirates
,Batting Coach,COAH,Batting Coach,2002,112320,Dave Clark,134,Pittsburgh Pirates
54,Pitching Coach,COAP,Pitching Coach,2002,427549,Spin Williams,134,Pittsburgh Pirates
,Third Base Coach,COA3,Third Base Coach,2002,492495,Trent Jewett,134,Pittsburgh Pirates
52,Bullpen Coach,COAU,Bullpen Coach,2002,123088,Bruce Tanner,134,Pittsburgh Pirates
14,Manager,MNGR,Manager,2002,427510,Carlos Tosca,141,Toronto Blue Jays
56,Batting Coach,COAH,Batting Coach,2002,427017,Mike Barnett,141,Toronto Blue Jays
47,Pitching Coach,COAP,Pitching Coach,2002,120288,Gil Patterson,141,Toronto Blue Jays
58,First Base Coach,COA1,First Base Coach,2002,114744,John Gibbons,141,Toronto Blue Jays
55,Third Base Coach,COA3,Third Base Coach,2002,427047,Brian Butterfield,141,Toronto Blue Jays
53,Bullpen Coach,COAU,Bullpen Coach,2002,123899,Bruce Walton,141,Toronto Blue Jays
12,Manager,MNGR,Manager,2002,110481,Dusty Baker Jr.,137,San Francisco Giants
,Batting Coach,COAH,Batting Coach,2002,112408,Gene Clines,137,San Francisco Giants
19,Pitching Coach,COAP,Pitching Coach,2002,121201,Dave Righetti,137,San Francisco Giants
16,First Base Coach,COA1,First Base Coach,2002,117625,Joe Lefebvre,137,San Francisco Giants
,Third Base Coach,COA3,Third Base Coach,2002,116440,Sonny Jackson,137,San Francisco Giants
23,Bench Coach,COAB,Bench Coach,2002,124588,Ron Wotus,137,San Francisco Giants
,Bullpen Coach,COAU,Bullpen Coach,2002,427306,Porky Lopez,137,San Francisco Giants
17,Coach,COAC,Coach,2002,429661,Carlos Alfonso,137,San Francisco Giants
,Manager,MNGR,Manager,2002,120586,Lou Piniella,136,Seattle Mariners
,Batting Coach,COAH,Batting Coach,2002,120439,Gerald Perry,136,Seattle Mariners
